Port Name,State,Port Code,Border,Date,Measure,Value,Year,Month,DayOfWeek
Warroad,MN,3423,US-Canada Border,2010-05-01,Personal Vehicle Passengers,24537,2010,May,Sat
Rio Grande City,TX,2307,US-Mexico Border,1996-09-01,Personal Vehicles,46103,1996,Sep,Sun
Westhope,ND,3419,US-Canada Border,2000-04-01,Personal Vehicles,740,2000,Apr,Sat
Sault Sainte Marie,MI,3803,US-Canada Border,2016-10-01,Rail Containers Full,1469,2016,Oct,Sat
Maida,ND,3416,US-Canada Border,2008-09-01,Personal Vehicle Passengers,2024,2008,Sep,Mon
Nogales,AZ,2604,US-Mexico Border,2015-12-01,Pedestrians,320399,2015,Dec,Tue
Eagle Pass,TX,2303,US-Mexico Border,2018-12-01,Rail Containers Full,13577,2018,Dec,Sat
Alexandria Bay,NY,708,US-Canada Border,2001-06-01,Bus Passengers,10579,2001,Jun,Fri
Calais,ME,115,US-Canada Border,2017-01-01,Pedestrians,589,2017,Jan,Sun
Boundary,WA,3015,US-Canada Border,2003-05-01,Buses,6,2003,May,Thu
Nogales,AZ,2604,US-Mexico Border,2012-08-01,Personal Vehicles,244851,2012,Aug,Wed
Nogales,AZ,2604,US-Mexico Border,2006-08-01,Truck Containers Empty,5452,2006,Aug,Tue
Laurier,WA,3016,US-Canada Border,1996-12-01,Personal Vehicle Passengers,7987,1996,Dec,Sun
Sarles,ND,3409,US-Canada Border,1999-03-01,Trucks,48,1999,Mar,Mon
Hidalgo,TX,2305,US-Mexico Border,2013-07-01,Buses,2215,2013,Jul,Mon
Richford,VT,203,US-Canada Border,2018-04-01,Truck Containers Empty,279,2018,Apr,Sun
Buffalo-Niagara Falls,NY,901,US-Canada Border,2001-03-01,Personal Vehicles,558520,2001,Mar,Thu
Lukeville,AZ,2602,US-Mexico Border,2003-03-01,Personal Vehicles,44167,2003,Mar,Sat
Otay Mesa,CA,2506,US-Mexico Border,2014-06-01,Trucks,68010,2014,Jun,Sun
Ketchikan,AK,3102,US-Canada Border,2008-12-01,Personal Vehicle Passengers,165,2008,Dec,Mon
Port Angeles,WA,3007,US-Canada Border,2004-03-01,Bus Passengers,51,2004,Mar,Mon
Roosville,MT,3318,US-Canada Border,2009-03-01,Buses,13,2009,Mar,Sun
Noonan,ND,3420,US-Canada Border,1996-12-01,Trucks,55,1996,Dec,Sun
Del Bonita,MT,3322,US-Canada Border,2000-02-01,Truck Containers Full,44,2000,Feb,Tue
Progreso,TX,2309,US-Mexico Border,2002-05-01,Pedestrians,76939,2002,May,Wed
Nogales,AZ,2604,US-Mexico Border,1997-11-01,Truck Containers Full,14180,1997,Nov,Sat
Douglas,AZ,2601,US-Mexico Border,2019-05-01,Trucks,2314,2019,May,Wed
Vanceboro,ME,105,US-Canada Border,2003-05-01,Pedestrians,17,2003,May,Thu
Baudette,MN,3424,US-Canada Border,1997-08-01,Pedestrians,166,1997,Aug,Fri
Warroad,MN,3423,US-Canada Border,2015-10-01,Train Passengers,750,2015,Oct,Thu
Laurier,WA,3016,US-Canada Border,2001-05-01,Truck Containers Empty,84,2001,May,Tue
Progreso,TX,2309,US-Mexico Border,2017-10-01,Personal Vehicle Passengers,184837,2017,Oct,Sun
Columbus,NM,2406,US-Mexico Border,2013-01-01,Buses,116,2013,Jan,Tue
Skagway,AK,3103,US-Canada Border,2007-01-01,Trucks,131,2007,Jan,Mon
Piegan,MT,3316,US-Canada Border,2003-06-01,Pedestrians,80,2003,Jun,Sun
Detroit,MI,3801,US-Canada Border,2016-08-01,Buses,888,2016,Aug,Mon
Warroad,MN,3423,US-Canada Border,2010-08-01,Bus Passengers,526,2010,Aug,Sun
Fort Fairfield,ME,107,US-Canada Border,2006-08-01,Trucks,1676,2006,Aug,Tue
Otay Mesa,CA,2506,US-Mexico Border,2014-01-01,Pedestrians,262812,2014,Jan,Wed
Tecate,CA,2505,US-Mexico Border,2004-03-01,Bus Passengers,614,2004,Mar,Mon
Calexico East,CA,2507,US-Mexico Border,2018-08-01,Personal Vehicle Passengers,573063,2018,Aug,Wed
Del Rio,TX,2302,US-Mexico Border,2014-05-01,Pedestrians,9568,2014,May,Thu
Warroad,MN,3423,US-Canada Border,2016-09-01,Train Passengers,767,2016,Sep,Thu
Pembina,ND,3401,US-Canada Border,2015-09-01,Trains,99,2015,Sep,Tue
Oroville,WA,3019,US-Canada Border,2007-07-01,Truck Containers Empty,878,2007,Jul,Sun
Otay Mesa,CA,2506,US-Mexico Border,2006-08-01,Pedestrians,128714,2006,Aug,Tue
Del Rio,TX,2302,US-Mexico Border,1998-08-01,Trucks,4105,1998,Aug,Sat
Warroad,MN,3423,US-Canada Border,2017-08-01,Personal Vehicle Passengers,21307,2017,Aug,Tue
Morgan,MT,3319,US-Canada Border,2017-11-01,Personal Vehicles,366,2017,Nov,Wed
Vanceboro,ME,105,US-Canada Border,2014-04-01,Pedestrians,52,2014,Apr,Tue
Piegan,MT,3316,US-Canada Border,2005-04-01,Truck Containers Empty,28,2005,Apr,Fri
International Falls-Ranier,MN,3604,US-Canada Border,2009-10-01,Bus Passengers,52,2009,Oct,Thu
Buffalo-Niagara Falls,NY,901,US-Canada Border,1997-02-01,Bus Passengers,79120,1997,Feb,Sat
Trout River,NY,715,US-Canada Border,2000-08-01,Truck Containers Empty,40,2000,Aug,Tue
Houlton,ME,106,US-Canada Border,1998-02-01,Personal Vehicles,22966,1998,Feb,Sun
Highgate Springs-Alburg,VT,212,US-Canada Border,2002-09-01,Bus Passengers,7431,2002,Sep,Sun
Presidio,TX,2403,US-Mexico Border,2011-06-01,Buses,27,2011,Jun,Wed
Lynden,WA,3023,US-Canada Border,2018-06-01,Personal Vehicle Passengers,100604,2018,Jun,Fri
Port Huron,MI,3802,US-Canada Border,2005-07-01,Rail Containers Empty,11145,2005,Jul,Fri
San Ysidro,CA,2504,US-Mexico Border,2001-07-01,Buses,9729,2001,Jul,Sun
Sumas,WA,3009,US-Canada Border,2017-12-01,Train Passengers,36,2017,Dec,Fri
Metaline Falls,WA,3025,US-Canada Border,1999-06-01,Personal Vehicles,2666,1999,Jun,Tue
Skagway,AK,3103,US-Canada Border,2003-04-01,Buses,11,2003,Apr,Tue
Douglas,AZ,2601,US-Mexico Border,2015-04-01,Personal Vehicles,131365,2015,Apr,Wed
Vanceboro,ME,105,US-Canada Border,2012-06-01,Personal Vehicle Passengers,6934,2012,Jun,Fri
Eastport,ME,103,US-Canada Border,2019-06-01,Trucks,240,2019,Jun,Sat
San Luis,AZ,2608,US-Mexico Border,2003-08-01,Truck Containers Empty,1376,2003,Aug,Fri
Warroad,MN,3423,US-Canada Border,1996-08-01,Trucks,1561,1996,Aug,Thu
Hannah,ND,3408,US-Canada Border,1999-05-01,Truck Containers Full,2,1999,May,Sat
Otay Mesa,CA,2506,US-Mexico Border,2003-06-01,Truck Containers Full,33680,2003,Jun,Sun
Sasabe,AZ,2606,US-Mexico Border,2011-03-01,Truck Containers Full,19,2011,Mar,Tue
Hansboro,ND,3415,US-Canada Border,2010-05-01,Trucks,67,2010,May,Sat
Roseau,MN,3426,US-Canada Border,2002-09-01,Personal Vehicle Passengers,7399,2002,Sep,Sun
Champlain-Rouses Point,NY,712,US-Canada Border,1997-08-01,Personal Vehicles,154736,1997,Aug,Fri
Noonan,ND,3420,US-Canada Border,1998-11-01,Personal Vehicles,2286,1998,Nov,Sun
Eagle Pass,TX,2303,US-Mexico Border,2019-10-01,Trains,297,2019,Oct,Tue
Otay Mesa,CA,2506,US-Mexico Border,2015-03-01,Personal Vehicles,577143,2015,Mar,Sun
Ketchikan,AK,3102,US-Canada Border,2005-03-01,Personal Vehicles,170,2005,Mar,Tue
Blaine,WA,3004,US-Canada Border,2015-12-01,Buses,940,2015,Dec,Tue
Sweetgrass,MT,3310,US-Canada Border,2016-10-01,Rail Containers Empty,399,2016,Oct,Sat
San Ysidro,CA,2504,US-Mexico Border,2018-09-01,Personal Vehicle Passengers,2098589,2018,Sep,Sat
Point Roberts,WA,3017,US-Canada Border,2002-07-01,Truck Containers Empty,53,2002,Jul,Mon
Detroit,MI,3801,US-Canada Border,2020-01-01,Trucks,124658,2020,Jan,Wed
Baudette,MN,3424,US-Canada Border,2012-01-01,Personal Vehicles,11873,2012,Jan,Sun
Grand Portage,MN,3613,US-Canada Border,2000-06-01,Personal Vehicles,24196,2000,Jun,Thu
Santa Teresa,NM,2408,US-Mexico Border,2016-06-01,Bus Passengers,119,2016,Jun,Wed
Derby Line,VT,209,US-Canada Border,2015-11-01,Trucks,9366,2015,Nov,Sun
Nogales,AZ,2604,US-Mexico Border,1997-09-01,Personal Vehicles,303411,1997,Sep,Mon
International Falls-Ranier,MN,3604,US-Canada Border,1999-02-01,Buses,11,1999,Feb,Mon
Grand Portage,MN,3613,US-Canada Border,2018-01-01,Truck Containers Empty,298,2018,Jan,Mon
Portland,ME,101,US-Canada Border,2017-10-01,Buses,2,2017,Oct,Sun
Sarles,ND,3409,US-Canada Border,2008-03-01,Truck Containers Full,51,2008,Mar,Sat
Northgate,ND,3406,US-Canada Border,2018-03-01,Rail Containers Empty,84,2018,Mar,Thu
Portal,ND,3403,US-Canada Border,2019-07-01,Personal Vehicle Passengers,21716,2019,Jul,Mon
Oroville,WA,3019,US-Canada Border,2013-01-01,Personal Vehicle Passengers,25408,2013,Jan,Tue
Presidio,TX,2403,US-Mexico Border,2013-05-01,Bus Passengers,572,2013,May,Wed
Van Buren,ME,108,US-Canada Border,2001-02-01,Pedestrians,212,2001,Feb,Thu
Eastport,ID,3302,US-Canada Border,2014-07-01,Personal Vehicle Passengers,45013,2014,Jul,Tue
Del Bonita,MT,3322,US-Canada Border,2012-07-01,Personal Vehicles,2756,2012,Jul,Sun
Andrade,CA,2502,US-Mexico Border,1998-04-01,Trucks,99,1998,Apr,Wed
Hidalgo,TX,2305,US-Mexico Border,2001-05-01,Pedestrians,194804,2001,May,Tue
Scobey,MT,3309,US-Canada Border,2015-01-01,Truck Containers Empty,5,2015,Jan,Thu
San Luis,AZ,2608,US-Mexico Border,2011-09-01,Personal Vehicle Passengers,328818,2011,Sep,Thu
Oroville,WA,3019,US-Canada Border,2018-05-01,Bus Passengers,196,2018,May,Tue
Piegan,MT,3316,US-Canada Border,2007-02-01,Personal Vehicles,2630,2007,Feb,Thu
Piegan,MT,3316,US-Canada Border,2001-05-01,Bus Passengers,778,2001,May,Tue
Morgan,MT,3319,US-Canada Border,1996-07-01,Buses,1,1996,Jul,Mon
Sarles,ND,3409,US-Canada Border,2014-01-01,Bus Passengers,35,2014,Jan,Wed
Eastport,ID,3302,US-Canada Border,2009-02-01,Personal Vehicle Passengers,6728,2009,Feb,Sun
Sweetgrass,MT,3310,US-Canada Border,2003-11-01,Personal Vehicles,13359,2003,Nov,Sat
Dalton Cache,AK,3106,US-Canada Border,2003-12-01,Personal Vehicles,591,2003,Dec,Mon
Vanceboro,ME,105,US-Canada Border,1999-05-01,Personal Vehicle Passengers,8982,1999,May,Sat
Hansboro,ND,3415,US-Canada Border,2019-08-01,Personal Vehicles,702,2019,Aug,Thu
El Paso,TX,2402,US-Mexico Border,2007-10-01,Pedestrians,727925,2007,Oct,Mon
Alcan,AK,3104,US-Canada Border,2013-11-01,Trucks,66,2013,Nov,Fri
Laredo,TX,2304,US-Mexico Border,2007-01-01,Personal Vehicles,470457,2007,Jan,Mon
Hansboro,ND,3415,US-Canada Border,2011-04-01,Buses,7,2011,Apr,Fri
Bridgewater,ME,127,US-Canada Border,1997-08-01,Trucks,652,1997,Aug,Fri
Fort Fairfield,ME,107,US-Canada Border,2008-11-01,Trucks,1415,2008,Nov,Sat
Metaline Falls,WA,3025,US-Canada Border,2013-01-01,Personal Vehicles,1800,2013,Jan,Tue
Hidalgo,TX,2305,US-Mexico Border,2004-06-01,Personal Vehicles,589674,2004,Jun,Tue
Columbus,NM,2406,US-Mexico Border,2014-07-01,Truck Containers Empty,117,2014,Jul,Tue
Sault Sainte Marie,MI,3803,US-Canada Border,2005-02-01,Personal Vehicle Passengers,118869,2005,Feb,Tue
Hansboro,ND,3415,US-Canada Border,2004-11-01,Buses,3,2004,Nov,Mon
Baudette,MN,3424,US-Canada Border,2016-06-01,Personal Vehicle Passengers,28338,2016,Jun,Wed
Alexandria Bay,NY,708,US-Canada Border,2001-10-01,Personal Vehicles,47475,2001,Oct,Mon
Richford,VT,203,US-Canada Border,2009-12-01,Train Passengers,32,2009,Dec,Tue
Calais,ME,115,US-Canada Border,2019-04-01,Rail Containers Full,8,2019,Apr,Mon
Morgan,MT,3319,US-Canada Border,2009-10-01,Truck Containers Empty,17,2009,Oct,Thu
Limestone,ME,118,US-Canada Border,2001-09-01,Personal Vehicles,4435,2001,Sep,Sat
Roma,TX,2310,US-Mexico Border,2006-02-01,Personal Vehicle Passengers,244630,2006,Feb,Wed
Richford,VT,203,US-Canada Border,2001-07-01,Rail Containers Empty,19,2001,Jul,Sun
Trout River,NY,715,US-Canada Border,2003-04-01,Truck Containers Full,1483,2003,Apr,Tue
Raymond,MT,3301,US-Canada Border,2007-11-01,Buses,4,2007,Nov,Thu
Laurier,WA,3016,US-Canada Border,2002-02-01,Train Passengers,38,2002,Feb,Fri
Highgate Springs-Alburg,VT,212,US-Canada Border,2013-09-01,Train Passengers,56,2013,Sep,Sun
Brownsville,TX,2301,US-Mexico Border,1997-07-01,Rail Containers Full,530,1997,Jul,Tue
Frontier,WA,3020,US-Canada Border,2000-09-01,Buses,13,2000,Sep,Fri
Turner,MT,3306,US-Canada Border,2017-02-01,Truck Containers Empty,10,2017,Feb,Wed
Hansboro,ND,3415,US-Canada Border,2000-07-01,Bus Passengers,197,2000,Jul,Sat
Champlain-Rouses Point,NY,712,US-Canada Border,2000-11-01,Personal Vehicles,66283,2000,Nov,Wed
Port Huron,MI,3802,US-Canada Border,1999-10-01,Trucks,71081,1999,Oct,Fri
Champlain-Rouses Point,NY,712,US-Canada Border,2009-08-01,Personal Vehicles,143583,2009,Aug,Sat
Eastport,ID,3302,US-Canada Border,2018-04-01,Trucks,4710,2018,Apr,Sun
Neche,ND,3404,US-Canada Border,2006-09-01,Personal Vehicle Passengers,6563,2006,Sep,Fri
Jackman,ME,104,US-Canada Border,2010-09-01,Personal Vehicles,14939,2010,Sep,Wed
Lukeville,AZ,2602,US-Mexico Border,1999-06-01,Personal Vehicle Passengers,122275,1999,Jun,Tue
Calexico,CA,2503,US-Mexico Border,2009-03-01,Pedestrians,329976,2009,Mar,Sun
El Paso,TX,2402,US-Mexico Border,2007-09-01,Truck Containers Full,34652,2007,Sep,Sat
Madawaska,ME,109,US-Canada Border,2016-10-01,Truck Containers Empty,1024,2016,Oct,Sat
Antler,ND,3413,US-Canada Border,2013-05-01,Personal Vehicle Passengers,2097,2013,May,Wed
Raymond,MT,3301,US-Canada Border,2000-05-01,Personal Vehicle Passengers,6674,2000,May,Mon
Blaine,WA,3004,US-Canada Border,2010-10-01,Truck Containers Empty,7666,2010,Oct,Fri
Eagle Pass,TX,2303,US-Mexico Border,2002-01-01,Trains,155,2002,Jan,Tue
Scobey,MT,3309,US-Canada Border,2001-08-01,Personal Vehicles,652,2001,Aug,Wed
Whitlash,MT,3321,US-Canada Border,2002-12-01,Personal Vehicle Passengers,166,2002,Dec,Sun
Ogdensburg,NY,701,US-Canada Border,2015-10-01,Bus Passengers,206,2015,Oct,Thu
Fort Fairfield,ME,107,US-Canada Border,2014-07-01,Trucks,1352,2014,Jul,Tue
Norton,VT,211,US-Canada Border,2016-03-01,Trains,17,2016,Mar,Tue
Metaline Falls,WA,3025,US-Canada Border,2005-06-01,Bus Passengers,376,2005,Jun,Wed
Highgate Springs-Alburg,VT,212,US-Canada Border,2009-04-01,Rail Containers Full,956,2009,Apr,Wed
San Ysidro,CA,2504,US-Mexico Border,2014-11-01,Personal Vehicle Passengers,2111922,2014,Nov,Sat
Norton,VT,211,US-Canada Border,2017-06-01,Train Passengers,36,2017,Jun,Thu
Pembina,ND,3401,US-Canada Border,2009-11-01,Personal Vehicle Passengers,49324,2009,Nov,Sun
Highgate Springs-Alburg,VT,212,US-Canada Border,2010-12-01,Train Passengers,56,2010,Dec,Wed
Jackman,ME,104,US-Canada Border,2016-09-01,Trains,12,2016,Sep,Thu
Antler,ND,3413,US-Canada Border,2003-05-01,Personal Vehicle Passengers,1572,2003,May,Thu
Jackman,ME,104,US-Canada Border,2005-05-01,Truck Containers Empty,1532,2005,May,Sun
Dunseith,ND,3422,US-Canada Border,2000-08-01,Buses,38,2000,Aug,Tue
Presidio,TX,2403,US-Mexico Border,2008-08-01,Bus Passengers,160,2008,Aug,Fri
Derby Line,VT,209,US-Canada Border,2008-03-01,Personal Vehicle Passengers,93155,2008,Mar,Sat
Lancaster,MN,3430,US-Canada Border,2017-10-01,Buses,2,2017,Oct,Sun
Del Rio,TX,2302,US-Mexico Border,2016-10-01,Personal Vehicles,131771,2016,Oct,Sat
Progreso,TX,2309,US-Mexico Border,2015-11-01,Pedestrians,58625,2015,Nov,Sun
El Paso,TX,2402,US-Mexico Border,2004-04-01,Rail Containers Empty,5557,2004,Apr,Thu
Frontier,WA,3020,US-Canada Border,2001-01-01,Truck Containers Empty,881,2001,Jan,Mon
Oroville,WA,3019,US-Canada Border,1998-07-01,Truck Containers Empty,167,1998,Jul,Wed
Laurier,WA,3016,US-Canada Border,2019-12-01,Buses,4,2019,Dec,Sun
Norton,VT,211,US-Canada Border,2011-09-01,Personal Vehicles,6903,2011,Sep,Thu
Vanceboro,ME,105,US-Canada Border,1996-11-01,Truck Containers Empty,111,1996,Nov,Fri
Sarles,ND,3409,US-Canada Border,2002-02-01,Personal Vehicles,319,2002,Feb,Fri
Warroad,MN,3423,US-Canada Border,2010-04-01,Pedestrians,12,2010,Apr,Thu
Laurier,WA,3016,US-Canada Border,1998-12-01,Rail Containers Empty,14,1998,Dec,Tue
Ambrose,ND,3410,US-Canada Border,2013-03-01,Personal Vehicles,118,2013,Mar,Fri
Otay Mesa,CA,2506,US-Mexico Border,2014-07-01,Pedestrians,323101,2014,Jul,Tue
Otay Mesa,CA,2506,US-Mexico Border,2012-01-01,Personal Vehicle Passengers,702314,2012,Jan,Sun
Skagway,AK,3103,US-Canada Border,2008-07-01,Train Passengers,20955,2008,Jul,Tue
Dunseith,ND,3422,US-Canada Border,2012-12-01,Personal Vehicles,4879,2012,Dec,Sat
Wildhorse,MT,3323,US-Canada Border,2011-02-01,Trucks,97,2011,Feb,Tue
Warroad,MN,3423,US-Canada Border,2004-02-01,Trains,215,2004,Feb,Sun
Del Rio,TX,2302,US-Mexico Border,2019-05-01,Pedestrians,28957,2019,May,Wed
Piegan,MT,3316,US-Canada Border,2017-06-01,Truck Containers Empty,45,2017,Jun,Thu
Sasabe,AZ,2606,US-Mexico Border,2008-08-01,Personal Vehicles,2075,2008,Aug,Fri
Sumas,WA,3009,US-Canada Border,2009-01-01,Rail Containers Full,91,2009,Jan,Thu
Houlton,ME,106,US-Canada Border,2015-02-01,Buses,16,2015,Feb,Sun
Danville,WA,3012,US-Canada Border,1996-07-01,Bus Passengers,56,1996,Jul,Mon
Jackman,ME,104,US-Canada Border,2017-04-01,Trucks,5402,2017,Apr,Sat
Beecher Falls,VT,206,US-Canada Border,2017-12-01,Personal Vehicle Passengers,5361,2017,Dec,Fri
San Luis,AZ,2608,US-Mexico Border,2002-01-01,Truck Containers Full,2402,2002,Jan,Tue
Eastport,ID,3302,US-Canada Border,2002-11-01,Truck Containers Full,3722,2002,Nov,Fri
Detroit,MI,3801,US-Canada Border,2017-08-01,Buses,764,2017,Aug,Tue
Detroit,MI,3801,US-Canada Border,2013-10-01,Truck Containers Empty,28879,2013,Oct,Tue
Danville,WA,3012,US-Canada Border,2011-12-01,Pedestrians,6,2011,Dec,Thu
Hannah,ND,3408,US-Canada Border,2003-09-01,Personal Vehicle Passengers,1170,2003,Sep,Mon
Derby Line,VT,209,US-Canada Border,2004-10-01,Truck Containers Empty,781,2004,Oct,Fri
Sarles,ND,3409,US-Canada Border,2010-06-01,Buses,5,2010,Jun,Tue
Blaine,WA,3004,US-Canada Border,2018-08-01,Rail Containers Full,7720,2018,Aug,Wed
Warroad,MN,3423,US-Canada Border,2009-01-01,Train Passengers,362,2009,Jan,Thu
International Falls-Ranier,MN,3604,US-Canada Border,2011-06-01,Personal Vehicle Passengers,96355,2011,Jun,Wed
Derby Line,VT,209,US-Canada Border,2017-04-01,Buses,140,2017,Apr,Sat
Ketchikan,AK,3102,US-Canada Border,2019-02-01,Pedestrians,14,2019,Feb,Fri
Dunseith,ND,3422,US-Canada Border,2016-11-01,Personal Vehicle Passengers,6950,2016,Nov,Tue
Calexico East,CA,2507,US-Mexico Border,2010-04-01,Rail Containers Full,53,2010,Apr,Thu
Warroad,MN,3423,US-Canada Border,2007-08-01,Personal Vehicle Passengers,28659,2007,Aug,Wed
Portal,ND,3403,US-Canada Border,2003-02-01,Truck Containers Full,4216,2003,Feb,Sat
Columbus,NM,2406,US-Mexico Border,1996-03-01,Pedestrians,11823,1996,Mar,Fri
Sumas,WA,3009,US-Canada Border,2014-04-01,Personal Vehicles,91934,2014,Apr,Tue
Danville,WA,3012,US-Canada Border,2013-07-01,Truck Containers Empty,57,2013,Jul,Mon
Highgate Springs-Alburg,VT,212,US-Canada Border,2014-07-01,Rail Containers Full,1010,2014,Jul,Tue
Blaine,WA,3004,US-Canada Border,2017-07-01,Truck Containers Full,23994,2017,Jul,Sat
Fort Kent,ME,110,US-Canada Border,2016-02-01,Truck Containers Full,47,2016,Feb,Mon
Norton,VT,211,US-Canada Border,2016-06-01,Rail Containers Full,694,2016,Jun,Wed
Laurier,WA,3016,US-Canada Border,1996-03-01,Personal Vehicles,5148,1996,Mar,Fri
Sumas,WA,3009,US-Canada Border,2017-12-01,Truck Containers Full,9184,2017,Dec,Fri
Lukeville,AZ,2602,US-Mexico Border,2006-12-01,Trucks,52,2006,Dec,Fri
Roma,TX,2310,US-Mexico Border,2007-12-01,Pedestrians,34517,2007,Dec,Sat
Jackman,ME,104,US-Canada Border,2020-01-01,Rail Containers Empty,819,2020,Jan,Wed
Limestone,ME,118,US-Canada Border,1996-07-01,Personal Vehicle Passengers,12273,1996,Jul,Mon
Sarles,ND,3409,US-Canada Border,2011-07-01,Buses,13,2011,Jul,Fri
Fortuna,ND,3417,US-Canada Border,2018-06-01,Personal Vehicles,1290,2018,Jun,Fri
Detroit,MI,3801,US-Canada Border,2007-01-01,Bus Passengers,79700,2007,Jan,Mon
Tecate,CA,2505,US-Mexico Border,2012-12-01,Truck Containers Full,1449,2012,Dec,Sat
Pinecreek,MN,3425,US-Canada Border,2007-08-01,Personal Vehicle Passengers,1081,2007,Aug,Wed
Presidio,TX,2403,US-Mexico Border,2013-01-01,Truck Containers Full,319,2013,Jan,Tue
Port Huron,MI,3802,US-Canada Border,2017-08-01,Trucks,72886,2017,Aug,Tue
Grand Portage,MN,3613,US-Canada Border,2005-08-01,Bus Passengers,3108,2005,Aug,Mon
Roma,TX,2310,US-Mexico Border,1999-02-01,Bus Passengers,9286,1999,Feb,Mon
Van Buren,ME,108,US-Canada Border,1998-03-01,Train Passengers,75,1998,Mar,Sun
San Ysidro,CA,2504,US-Mexico Border,2010-05-01,Personal Vehicle Passengers,2043279,2010,May,Sat
Carbury,ND,3421,US-Canada Border,2008-03-01,Personal Vehicle Passengers,2094,2008,Mar,Sat
Scobey,MT,3309,US-Canada Border,2015-05-01,Truck Containers Full,6,2015,May,Fri
Raymond,MT,3301,US-Canada Border,1996-07-01,Trucks,1069,1996,Jul,Mon
Westhope,ND,3419,US-Canada Border,2006-11-01,Personal Vehicle Passengers,1142,2006,Nov,Wed
Derby Line,VT,209,US-Canada Border,2006-01-01,Pedestrians,318,2006,Jan,Sun
Calexico East,CA,2507,US-Mexico Border,2008-11-01,Pedestrians,275,2008,Nov,Sat
Turner,MT,3306,US-Canada Border,2007-07-01,Personal Vehicles,670,2007,Jul,Sun
Sherwood,ND,3414,US-Canada Border,2010-02-01,Trucks,190,2010,Feb,Mon
Baudette,MN,3424,US-Canada Border,2002-10-01,Personal Vehicles,15614,2002,Oct,Tue
Madawaska,ME,109,US-Canada Border,2010-01-01,Personal Vehicles,49993,2010,Jan,Fri
Buffalo-Niagara Falls,NY,901,US-Canada Border,2010-02-01,Train Passengers,1511,2010,Feb,Mon
Hidalgo,TX,2305,US-Mexico Border,2011-10-01,Trucks,36965,2011,Oct,Sat
Progreso,TX,2309,US-Mexico Border,2016-09-01,Personal Vehicle Passengers,217071,2016,Sep,Thu
Grand Portage,MN,3613,US-Canada Border,2018-01-01,Trucks,982,2018,Jan,Mon
Ogdensburg,NY,701,US-Canada Border,2012-07-01,Truck Containers Empty,507,2012,Jul,Sun
Calexico East,CA,2507,US-Mexico Border,2015-09-01,Trains,21,2015,Sep,Tue
Blaine,WA,3004,US-Canada Border,2001-03-01,Personal Vehicles,251576,2001,Mar,Thu
Calais,ME,115,US-Canada Border,2010-07-01,Train Passengers,18,2010,Jul,Thu
Oroville,WA,3019,US-Canada Border,2001-03-01,Buses,65,2001,Mar,Thu
Northgate,ND,3406,US-Canada Border,2017-06-01,Trucks,1062,2017,Jun,Thu
Baudette,MN,3424,US-Canada Border,2015-06-01,Train Passengers,596,2015,Jun,Mon
El Paso,TX,2402,US-Mexico Border,2012-11-01,Trains,123,2012,Nov,Thu
Champlain-Rouses Point,NY,712,US-Canada Border,2007-09-01,Truck Containers Empty,2346,2007,Sep,Sat
Vanceboro,ME,105,US-Canada Border,2003-12-01,Rail Containers Full,786,2003,Dec,Mon
Pembina,ND,3401,US-Canada Border,2015-09-01,Trucks,18162,2015,Sep,Tue
Calais,ME,115,US-Canada Border,2014-09-01,Personal Vehicles,85714,2014,Sep,Mon
Madawaska,ME,109,US-Canada Border,2015-12-01,Buses,4,2015,Dec,Tue
Highgate Springs-Alburg,VT,212,US-Canada Border,2008-10-01,Buses,181,2008,Oct,Wed
Lynden,WA,3023,US-Canada Border,2017-04-01,Trucks,4047,2017,Apr,Sat
Trout River,NY,715,US-Canada Border,2014-06-01,Trucks,992,2014,Jun,Sun
Danville,WA,3012,US-Canada Border,2012-11-01,Trucks,26,2012,Nov,Thu
Champlain-Rouses Point,NY,712,US-Canada Border,2016-10-01,Train Passengers,3977,2016,Oct,Sat
Ambrose,ND,3410,US-Canada Border,2001-12-01,Personal Vehicles,141,2001,Dec,Sat
Brownsville,TX,2301,US-Mexico Border,1998-05-01,Pedestrians,285506,1998,May,Fri
Columbus,NM,2406,US-Mexico Border,2015-09-01,Pedestrians,30006,2015,Sep,Tue
Jackman,ME,104,US-Canada Border,1999-01-01,Trains,69,1999,Jan,Fri
