Port Name,State,Port Code,Border,Date,Measure,Value,Year,Month,DayOfWeek
Alcan,AK,3104,US-Canada Border,2005-03-01,Personal Vehicle Passengers,2850,2005,Mar,Tue
Frontier,WA,3020,US-Canada Border,2005-09-01,Bus Passengers,233,2005,Sep,Thu
Sarles,ND,3409,US-Canada Border,2002-07-01,Buses,1,2002,Jul,Mon
Highgate Springs-Alburg,VT,212,US-Canada Border,2015-10-01,Rail Containers Full,1213,2015,Oct,Thu
Westhope,ND,3419,US-Canada Border,2006-12-01,Trucks,289,2006,Dec,Fri
Sault Sainte Marie,MI,3803,US-Canada Border,2010-10-01,Trucks,3395,2010,Oct,Fri
Ogdensburg,NY,701,US-Canada Border,1997-11-01,Buses,21,1997,Nov,Sat
Limestone,ME,118,US-Canada Border,2012-11-01,Truck Containers Full,137,2012,Nov,Thu
Dunseith,ND,3422,US-Canada Border,2015-07-01,Truck Containers Empty,378,2015,Jul,Wed
Eastport,ID,3302,US-Canada Border,2018-02-01,Truck Containers Empty,623,2018,Feb,Thu
Nogales,AZ,2604,US-Mexico Border,2018-10-01,Personal Vehicle Passengers,560894,2018,Oct,Mon
Van Buren,ME,108,US-Canada Border,2011-10-01,Personal Vehicle Passengers,33908,2011,Oct,Sat
Bridgewater,ME,127,US-Canada Border,2014-05-01,Personal Vehicles,6588,2014,May,Thu
Vanceboro,ME,105,US-Canada Border,2010-08-01,Trucks,132,2010,Aug,Sun
El Paso,TX,2402,US-Mexico Border,1999-05-01,Trucks,55911,1999,May,Sat
Oroville,WA,3019,US-Canada Border,2000-12-01,Personal Vehicles,15282,2000,Dec,Fri
Oroville,WA,3019,US-Canada Border,2001-05-01,Truck Containers Empty,278,2001,May,Tue
Sweetgrass,MT,3310,US-Canada Border,2009-01-01,Bus Passengers,283,2009,Jan,Thu
Douglas,AZ,2601,US-Mexico Border,2016-02-01,Personal Vehicle Passengers,220689,2016,Feb,Mon
Warroad,MN,3423,US-Canada Border,2011-12-01,Truck Containers Full,383,2011,Dec,Thu
Tornillo-Fabens,TX,2404,US-Mexico Border,2015-07-01,Pedestrians,1022,2015,Jul,Wed
Houlton,ME,106,US-Canada Border,2009-09-01,Pedestrians,24,2009,Sep,Tue
Fort Kent,ME,110,US-Canada Border,2016-07-01,Pedestrians,136,2016,Jul,Fri
Fort Fairfield,ME,107,US-Canada Border,1997-01-01,Trucks,1578,1997,Jan,Wed
Pembina,ND,3401,US-Canada Border,1999-03-01,Trucks,17649,1999,Mar,Mon
Whitlash,MT,3321,US-Canada Border,2018-04-01,Trucks,8,2018,Apr,Sun
El Paso,TX,2402,US-Mexico Border,2008-01-01,Trucks,63371,2008,Jan,Tue
Whitetail,MT,3312,US-Canada Border,1996-04-01,Personal Vehicles,246,1996,Apr,Mon
Grand Portage,MN,3613,US-Canada Border,2016-09-01,Buses,61,2016,Sep,Thu
Calexico East,CA,2507,US-Mexico Border,1997-01-01,Personal Vehicle Passengers,299094,1997,Jan,Wed
Brownsville,TX,2301,US-Mexico Border,2000-08-01,Buses,1480,2000,Aug,Tue
Otay Mesa,CA,2506,US-Mexico Border,2003-04-01,Trucks,58614,2003,Apr,Tue
Hansboro,ND,3415,US-Canada Border,2002-09-01,Truck Containers Full,63,2002,Sep,Sun
Walhalla,ND,3407,US-Canada Border,2009-07-01,Trucks,1474,2009,Jul,Wed
Dunseith,ND,3422,US-Canada Border,2005-07-01,Truck Containers Full,1233,2005,Jul,Fri
Vanceboro,ME,105,US-Canada Border,1996-08-01,Trucks,520,1996,Aug,Thu
Calexico East,CA,2507,US-Mexico Border,2008-09-01,Rail Containers Full,72,2008,Sep,Mon
Buffalo-Niagara Falls,NY,901,US-Canada Border,2019-08-01,Rail Containers Full,8535,2019,Aug,Thu
Danville,WA,3012,US-Canada Border,2003-02-01,Rail Containers Empty,149,2003,Feb,Sat
Highgate Springs-Alburg,VT,212,US-Canada Border,2008-06-01,Bus Passengers,5618,2008,Jun,Sun
Northgate,ND,3406,US-Canada Border,2016-12-01,Trucks,673,2016,Dec,Thu
Eagle Pass,TX,2303,US-Mexico Border,2001-06-01,Pedestrians,73727,2001,Jun,Fri
Fort Kent,ME,110,US-Canada Border,1996-12-01,Personal Vehicles,28965,1996,Dec,Sun
Eagle Pass,TX,2303,US-Mexico Border,2005-08-01,Bus Passengers,2475,2005,Aug,Mon
Raymond,MT,3301,US-Canada Border,2016-01-01,Truck Containers Empty,406,2016,Jan,Fri
Columbus,NM,2406,US-Mexico Border,2007-07-01,Truck Containers Full,270,2007,Jul,Sun
Laredo,TX,2304,US-Mexico Border,2006-04-01,Trucks,116904,2006,Apr,Sat
Eagle Pass,TX,2303,US-Mexico Border,2016-05-01,Rail Containers Full,13861,2016,May,Sun
Hansboro,ND,3415,US-Canada Border,2019-10-01,Personal Vehicle Passengers,805,2019,Oct,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,2018-02-01,Trucks,23234,2018,Feb,Thu
Sasabe,AZ,2606,US-Mexico Border,2007-09-01,Pedestrians,100,2007,Sep,Sat
Laurier,WA,3016,US-Canada Border,2006-04-01,Trucks,955,2006,Apr,Sat
Douglas,AZ,2601,US-Mexico Border,1996-02-01,Bus Passengers,270,1996,Feb,Thu
Hidalgo,TX,2305,US-Mexico Border,2011-06-01,Truck Containers Full,29114,2011,Jun,Wed
Pembina,ND,3401,US-Canada Border,2004-02-01,Truck Containers Full,15066,2004,Feb,Sun
Port Angeles,WA,3007,US-Canada Border,2007-09-01,Trucks,213,2007,Sep,Sat
Ferry,WA,3013,US-Canada Border,2015-07-01,Personal Vehicles,1116,2015,Jul,Wed
Lynden,WA,3023,US-Canada Border,2000-09-01,Buses,18,2000,Sep,Fri
Highgate Springs-Alburg,VT,212,US-Canada Border,1999-03-01,Rail Containers Full,1183,1999,Mar,Mon
Houlton,ME,106,US-Canada Border,1998-09-01,Trucks,10222,1998,Sep,Tue
Pembina,ND,3401,US-Canada Border,2011-10-01,Rail Containers Full,8636,2011,Oct,Sat
Frontier,WA,3020,US-Canada Border,2003-09-01,Pedestrians,2,2003,Sep,Mon
Calais,ME,115,US-Canada Border,2005-07-01,Rail Containers Empty,20,2005,Jul,Fri
Westhope,ND,3419,US-Canada Border,1998-08-01,Personal Vehicles,1016,1998,Aug,Sat
Detroit,MI,3801,US-Canada Border,2005-07-01,Rail Containers Full,13276,2005,Jul,Fri
Madawaska,ME,109,US-Canada Border,2008-05-01,Bus Passengers,494,2008,May,Thu
Calexico East,CA,2507,US-Mexico Border,2015-04-01,Train Passengers,17,2015,Apr,Wed
Ketchikan,AK,3102,US-Canada Border,2013-04-01,Personal Vehicle Passengers,418,2013,Apr,Mon
Hansboro,ND,3415,US-Canada Border,2017-03-01,Truck Containers Full,15,2017,Mar,Wed
Grand Portage,MN,3613,US-Canada Border,2014-12-01,Buses,101,2014,Dec,Mon
Sault Sainte Marie,MI,3803,US-Canada Border,2006-08-01,Rail Containers Full,1778,2006,Aug,Tue
Blaine,WA,3004,US-Canada Border,2008-06-01,Buses,1502,2008,Jun,Sun
Walhalla,ND,3407,US-Canada Border,2003-07-01,Personal Vehicle Passengers,8217,2003,Jul,Tue
Oroville,WA,3019,US-Canada Border,2012-02-01,Truck Containers Empty,772,2012,Feb,Wed
Neche,ND,3404,US-Canada Border,2018-02-01,Truck Containers Full,60,2018,Feb,Thu
Roma,TX,2310,US-Mexico Border,2012-12-01,Buses,56,2012,Dec,Sat
Portal,ND,3403,US-Canada Border,1999-08-01,Train Passengers,405,1999,Aug,Sun
Tornillo-Fabens,TX,2404,US-Mexico Border,2017-10-01,Personal Vehicle Passengers,56906,2017,Oct,Sun
Lancaster,MN,3430,US-Canada Border,2015-11-01,Personal Vehicle Passengers,3622,2015,Nov,Sun
Jackman,ME,104,US-Canada Border,2009-10-01,Train Passengers,29,2009,Oct,Thu
Jackman,ME,104,US-Canada Border,2010-11-01,Pedestrians,22,2010,Nov,Mon
Ferry,WA,3013,US-Canada Border,2006-05-01,Truck Containers Empty,3,2006,May,Mon
Ketchikan,AK,3102,US-Canada Border,2015-07-01,Truck Containers Full,26,2015,Jul,Wed
Lynden,WA,3023,US-Canada Border,2019-12-01,Truck Containers Empty,2921,2019,Dec,Sun
Calais,ME,115,US-Canada Border,2017-07-01,Rail Containers Full,35,2017,Jul,Sat
International Falls-Ranier,MN,3604,US-Canada Border,2013-07-01,Rail Containers Full,33539,2013,Jul,Mon
Baudette,MN,3424,US-Canada Border,2016-06-01,Truck Containers Empty,337,2016,Jun,Wed
Fort Kent,ME,110,US-Canada Border,2007-02-01,Trucks,1939,2007,Feb,Thu
Frontier,WA,3020,US-Canada Border,2016-05-01,Trucks,1680,2016,May,Sun
International Falls-Ranier,MN,3604,US-Canada Border,2013-01-01,Train Passengers,608,2013,Jan,Tue
Sarles,ND,3409,US-Canada Border,1997-06-01,Trucks,62,1997,Jun,Sun
Norton,VT,211,US-Canada Border,2001-11-01,Personal Vehicles,5485,2001,Nov,Thu
Alexandria Bay,NY,708,US-Canada Border,2007-03-01,Trucks,17509,2007,Mar,Thu
Port Huron,MI,3802,US-Canada Border,2008-01-01,Truck Containers Empty,10633,2008,Jan,Tue
St. John,ND,3405,US-Canada Border,2009-05-01,Bus Passengers,24,2009,May,Fri
Boundary,WA,3015,US-Canada Border,2014-03-01,Trains,25,2014,Mar,Sat
Frontier,WA,3020,US-Canada Border,1996-05-01,Buses,37,1996,May,Wed
International Falls-Ranier,MN,3604,US-Canada Border,1999-02-01,Trains,266,1999,Feb,Mon
Whitlash,MT,3321,US-Canada Border,2009-12-01,Personal Vehicle Passengers,105,2009,Dec,Tue
Lukeville,AZ,2602,US-Mexico Border,2017-03-01,Pedestrians,3400,2017,Mar,Wed
Warroad,MN,3423,US-Canada Border,2015-09-01,Trains,316,2015,Sep,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,1997-07-01,Personal Vehicles,149337,1997,Jul,Tue
Alexandria Bay,NY,708,US-Canada Border,2008-04-01,Personal Vehicle Passengers,88907,2008,Apr,Tue
Calais,ME,115,US-Canada Border,2013-06-01,Train Passengers,22,2013,Jun,Sat
Calexico,CA,2503,US-Mexico Border,1999-10-01,Personal Vehicles,583753,1999,Oct,Fri
Whitlash,MT,3321,US-Canada Border,2008-06-01,Truck Containers Full,7,2008,Jun,Sun
Nogales,AZ,2604,US-Mexico Border,2011-09-01,Buses,725,2011,Sep,Thu
Grand Portage,MN,3613,US-Canada Border,2011-06-01,Buses,146,2011,Jun,Wed
Roosville,MT,3318,US-Canada Border,2013-01-01,Truck Containers Empty,197,2013,Jan,Tue
Naco,AZ,2603,US-Mexico Border,2004-01-01,Buses,34,2004,Jan,Thu
Vanceboro,ME,105,US-Canada Border,2002-06-01,Personal Vehicle Passengers,9754,2002,Jun,Sat
Ogdensburg,NY,701,US-Canada Border,2012-10-01,Personal Vehicle Passengers,60337,2012,Oct,Mon
Calexico East,CA,2507,US-Mexico Border,2011-10-01,Trains,21,2011,Oct,Sat
Antler,ND,3413,US-Canada Border,1999-12-01,Truck Containers Full,50,1999,Dec,Wed
Derby Line,VT,209,US-Canada Border,1996-10-01,Pedestrians,1424,1996,Oct,Tue
Ogdensburg,NY,701,US-Canada Border,2013-05-01,Trucks,2870,2013,May,Wed
International Falls-Ranier,MN,3604,US-Canada Border,2013-12-01,Rail Containers Empty,9517,2013,Dec,Sun
Port Huron,MI,3802,US-Canada Border,2001-06-01,Rail Containers Full,28210,2001,Jun,Fri
Trout River,NY,715,US-Canada Border,2008-09-01,Trucks,1298,2008,Sep,Mon
Calais,ME,115,US-Canada Border,2004-06-01,Pedestrians,4112,2004,Jun,Tue
Calexico,CA,2503,US-Mexico Border,2006-02-01,Buses,140,2006,Feb,Wed
Calais,ME,115,US-Canada Border,2020-01-01,Bus Passengers,143,2020,Jan,Wed
Presidio,TX,2403,US-Mexico Border,1999-03-01,Personal Vehicles,62321,1999,Mar,Mon
International Falls-Ranier,MN,3604,US-Canada Border,2013-01-01,Personal Vehicle Passengers,47215,2013,Jan,Tue
Massena,NY,704,US-Canada Border,1998-12-01,Truck Containers Empty,2,1998,Dec,Tue
Douglas,AZ,2601,US-Mexico Border,2018-11-01,Personal Vehicles,135094,2018,Nov,Thu
Ambrose,ND,3410,US-Canada Border,1999-08-01,Personal Vehicle Passengers,1631,1999,Aug,Sun
Laredo,TX,2304,US-Mexico Border,2012-04-01,Bus Passengers,87798,2012,Apr,Sun
Noyes,MN,3402,US-Canada Border,1999-10-01,Personal Vehicles,3052,1999,Oct,Fri
Sweetgrass,MT,3310,US-Canada Border,2014-09-01,Rail Containers Full,681,2014,Sep,Mon
Sumas,WA,3009,US-Canada Border,1999-08-01,Pedestrians,3400,1999,Aug,Sun
Calais,ME,115,US-Canada Border,2017-02-01,Truck Containers Empty,1178,2017,Feb,Wed
Pembina,ND,3401,US-Canada Border,2015-03-01,Personal Vehicles,22772,2015,Mar,Sun
Laredo,TX,2304,US-Mexico Border,2007-05-01,Trucks,137520,2007,May,Tue
Raymond,MT,3301,US-Canada Border,2013-06-01,Buses,3,2013,Jun,Sat
Sault Sainte Marie,MI,3803,US-Canada Border,2013-01-01,Rail Containers Full,1423,2013,Jan,Tue
Sumas,WA,3009,US-Canada Border,2007-10-01,Bus Passengers,5489,2007,Oct,Mon
Naco,AZ,2603,US-Mexico Border,2018-03-01,Truck Containers Empty,152,2018,Mar,Thu
Buffalo-Niagara Falls,NY,901,US-Canada Border,1996-12-01,Trains,276,1996,Dec,Sun
Blaine,WA,3004,US-Canada Border,2000-07-01,Pedestrians,1079,2000,Jul,Sat
Presidio,TX,2403,US-Mexico Border,2018-04-01,Trucks,701,2018,Apr,Sun
Raymond,MT,3301,US-Canada Border,2008-03-01,Personal Vehicles,1853,2008,Mar,Sat
Trout River,NY,715,US-Canada Border,1996-09-01,Buses,6,1996,Sep,Sun
Porthill,ID,3308,US-Canada Border,2004-07-01,Trucks,637,2004,Jul,Thu
Eagle Pass,TX,2303,US-Mexico Border,2000-07-01,Train Passengers,444,2000,Jul,Sat
Santa Teresa,NM,2408,US-Mexico Border,2017-05-01,Buses,17,2017,May,Mon
Dalton Cache,AK,3106,US-Canada Border,2003-11-01,Bus Passengers,40,2003,Nov,Sat
Neche,ND,3404,US-Canada Border,2014-12-01,Trucks,811,2014,Dec,Mon
Sault Sainte Marie,MI,3803,US-Canada Border,2007-10-01,Rail Containers Full,1562,2007,Oct,Mon
Oroville,WA,3019,US-Canada Border,2012-01-01,Trucks,2241,2012,Jan,Sun
Houlton,ME,106,US-Canada Border,2014-02-01,Personal Vehicle Passengers,35704,2014,Feb,Sat
Norton,VT,211,US-Canada Border,2011-06-01,Trucks,862,2011,Jun,Wed
Boundary,WA,3015,US-Canada Border,2012-01-01,Trains,21,2012,Jan,Sun
Baudette,MN,3424,US-Canada Border,2006-07-01,Personal Vehicles,19991,2006,Jul,Sat
Bridgewater,ME,127,US-Canada Border,2010-04-01,Personal Vehicle Passengers,6144,2010,Apr,Thu
Port Angeles,WA,3007,US-Canada Border,2018-07-01,Personal Vehicles,10643,2018,Jul,Sun
Detroit,MI,3801,US-Canada Border,2008-05-01,Rail Containers Empty,6249,2008,May,Thu
Warroad,MN,3423,US-Canada Border,1996-02-01,Truck Containers Full,1236,1996,Feb,Thu
Nogales,AZ,2604,US-Mexico Border,2006-10-01,Trucks,19685,2006,Oct,Sun
Nogales,AZ,2604,US-Mexico Border,2019-09-01,Truck Containers Full,12715,2019,Sep,Sun
Progreso,TX,2309,US-Mexico Border,2009-02-01,Personal Vehicles,72488,2009,Feb,Sun
St. John,ND,3405,US-Canada Border,2014-08-01,Personal Vehicles,2002,2014,Aug,Fri
Metaline Falls,WA,3025,US-Canada Border,2005-07-01,Trucks,909,2005,Jul,Fri
Calais,ME,115,US-Canada Border,2017-06-01,Rail Containers Full,44,2017,Jun,Thu
Rio Grande City,TX,2307,US-Mexico Border,2003-07-01,Pedestrians,10035,2003,Jul,Tue
Ferry,WA,3013,US-Canada Border,2004-06-01,Personal Vehicle Passengers,1997,2004,Jun,Tue
Pinecreek,MN,3425,US-Canada Border,1996-03-01,Trucks,49,1996,Mar,Fri
Lynden,WA,3023,US-Canada Border,2017-02-01,Personal Vehicle Passengers,53400,2017,Feb,Wed
Limestone,ME,118,US-Canada Border,2018-10-01,Personal Vehicles,1320,2018,Oct,Mon
San Ysidro,CA,2504,US-Mexico Border,2014-10-01,Personal Vehicle Passengers,2062972,2014,Oct,Wed
Eagle Pass,TX,2303,US-Mexico Border,2011-05-01,Rail Containers Empty,8638,2011,May,Sun
Vanceboro,ME,105,US-Canada Border,2004-11-01,Truck Containers Empty,6,2004,Nov,Mon
Fort Kent,ME,110,US-Canada Border,2000-05-01,Trucks,1675,2000,May,Mon
Port Huron,MI,3802,US-Canada Border,2019-11-01,Personal Vehicle Passengers,224902,2019,Nov,Fri
Boundary,WA,3015,US-Canada Border,2015-09-01,Buses,2,2015,Sep,Tue
Calexico East,CA,2507,US-Mexico Border,2016-08-01,Rail Containers Full,22,2016,Aug,Mon
Columbus,NM,2406,US-Mexico Border,2006-08-01,Buses,154,2006,Aug,Tue
Calexico East,CA,2507,US-Mexico Border,2007-04-01,Buses,105,2007,Apr,Sun
Tecate,CA,2505,US-Mexico Border,2011-04-01,Personal Vehicle Passengers,130641,2011,Apr,Fri
Laurier,WA,3016,US-Canada Border,2011-06-01,Rail Containers Empty,9,2011,Jun,Wed
Calais,ME,115,US-Canada Border,2001-02-01,Train Passengers,30,2001,Feb,Thu
Sumas,WA,3009,US-Canada Border,2008-02-01,Buses,182,2008,Feb,Fri
Portal,ND,3403,US-Canada Border,2011-06-01,Trucks,6277,2011,Jun,Wed
Vanceboro,ME,105,US-Canada Border,2015-04-01,Train Passengers,54,2015,Apr,Wed
Columbus,NM,2406,US-Mexico Border,2003-07-01,Bus Passengers,908,2003,Jul,Tue
Anacortes,WA,3010,US-Canada Border,2013-07-01,Personal Vehicles,4735,2013,Jul,Mon
Del Rio,TX,2302,US-Mexico Border,2011-12-01,Personal Vehicles,107443,2011,Dec,Thu
Roma,TX,2310,US-Mexico Border,2016-08-01,Trucks,682,2016,Aug,Mon
Madawaska,ME,109,US-Canada Border,2019-02-01,Buses,6,2019,Feb,Fri
Metaline Falls,WA,3025,US-Canada Border,1998-12-01,Truck Containers Empty,71,1998,Dec,Tue
Rio Grande City,TX,2307,US-Mexico Border,2009-11-01,Trucks,1588,2009,Nov,Sun
Nogales,AZ,2604,US-Mexico Border,2017-05-01,Trains,58,2017,May,Mon
Blaine,WA,3004,US-Canada Border,1997-11-01,Trucks,38046,1997,Nov,Sat
Trout River,NY,715,US-Canada Border,2013-09-01,Personal Vehicle Passengers,33826,2013,Sep,Sun
Boundary,WA,3015,US-Canada Border,2009-08-01,Pedestrians,19,2009,Aug,Sat
Calexico,CA,2503,US-Mexico Border,2000-09-01,Personal Vehicles,548351,2000,Sep,Fri
Roosville,MT,3318,US-Canada Border,1998-12-01,Bus Passengers,332,1998,Dec,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,1997-03-01,Personal Vehicle Passengers,191619,1997,Mar,Sat
Pinecreek,MN,3425,US-Canada Border,2019-08-01,Trucks,32,2019,Aug,Thu
Warroad,MN,3423,US-Canada Border,1998-12-01,Trucks,1365,1998,Dec,Tue
Beecher Falls,VT,206,US-Canada Border,2013-10-01,Pedestrians,2,2013,Oct,Tue
Hidalgo,TX,2305,US-Mexico Border,2005-07-01,Truck Containers Empty,14288,2005,Jul,Fri
Roosville,MT,3318,US-Canada Border,2016-12-01,Personal Vehicles,13720,2016,Dec,Thu
Columbus,NM,2406,US-Mexico Border,2020-02-01,Personal Vehicles,28073,2020,Feb,Sat
Oroville,WA,3019,US-Canada Border,1997-03-01,Buses,61,1997,Mar,Sat
Dalton Cache,AK,3106,US-Canada Border,2016-09-01,Personal Vehicles,3362,2016,Sep,Thu
Laurier,WA,3016,US-Canada Border,1999-11-01,Truck Containers Empty,35,1999,Nov,Mon
Opheim,MT,3317,US-Canada Border,2010-08-01,Personal Vehicle Passengers,833,2010,Aug,Sun
Port Huron,MI,3802,US-Canada Border,1997-06-01,Pedestrians,3175,1997,Jun,Sun
Sumas,WA,3009,US-Canada Border,2013-01-01,Trains,14,2013,Jan,Tue
Presidio,TX,2403,US-Mexico Border,2007-10-01,Truck Containers Empty,210,2007,Oct,Mon
Lukeville,AZ,2602,US-Mexico Border,2005-11-01,Trucks,86,2005,Nov,Tue
Port Huron,MI,3802,US-Canada Border,2017-05-01,Buses,248,2017,May,Mon
Oroville,WA,3019,US-Canada Border,2015-04-01,Trucks,2797,2015,Apr,Wed
Eastport,ID,3302,US-Canada Border,1997-12-01,Rail Containers Empty,218,1997,Dec,Mon
San Luis,AZ,2608,US-Mexico Border,2014-11-01,Buses,4,2014,Nov,Sat
El Paso,TX,2402,US-Mexico Border,2011-07-01,Rail Containers Empty,5718,2011,Jul,Fri
Wildhorse,MT,3323,US-Canada Border,2012-06-01,Truck Containers Full,13,2012,Jun,Fri
Ambrose,ND,3410,US-Canada Border,2015-10-01,Trucks,2,2015,Oct,Thu
Norton,VT,211,US-Canada Border,1997-01-01,Truck Containers Empty,134,1997,Jan,Wed
Sherwood,ND,3414,US-Canada Border,2010-09-01,Trucks,264,2010,Sep,Wed
Tecate,CA,2505,US-Mexico Border,2015-06-01,Truck Containers Empty,1167,2015,Jun,Mon
Sumas,WA,3009,US-Canada Border,2002-02-01,Train Passengers,224,2002,Feb,Fri
Roma,TX,2310,US-Mexico Border,1996-05-01,Buses,312,1996,May,Wed
Douglas,AZ,2601,US-Mexico Border,2001-10-01,Buses,412,2001,Oct,Mon
Port Angeles,WA,3007,US-Canada Border,2008-01-01,Personal Vehicle Passengers,3685,2008,Jan,Tue
Laredo,TX,2304,US-Mexico Border,2001-02-01,Trucks,105863,2001,Feb,Thu
Sweetgrass,MT,3310,US-Canada Border,2013-12-01,Trucks,9955,2013,Dec,Sun
Detroit,MI,3801,US-Canada Border,1996-11-01,Train Passengers,1074,1996,Nov,Fri
Oroville,WA,3019,US-Canada Border,2004-06-01,Personal Vehicle Passengers,48438,2004,Jun,Tue
Del Bonita,MT,3322,US-Canada Border,2019-05-01,Personal Vehicle Passengers,4326,2019,May,Wed
Blaine,WA,3004,US-Canada Border,2003-12-01,Truck Containers Full,17669,2003,Dec,Mon
El Paso,TX,2402,US-Mexico Border,2012-02-01,Truck Containers Empty,25957,2012,Feb,Wed
Del Rio,TX,2302,US-Mexico Border,2002-04-01,Trucks,6903,2002,Apr,Mon
Portal,ND,3403,US-Canada Border,2010-06-01,Personal Vehicle Passengers,17387,2010,Jun,Tue
Presidio,TX,2403,US-Mexico Border,2011-04-01,Truck Containers Full,366,2011,Apr,Fri
Walhalla,ND,3407,US-Canada Border,2019-01-01,Personal Vehicles,2160,2019,Jan,Tue
Baudette,MN,3424,US-Canada Border,1996-04-01,Pedestrians,139,1996,Apr,Mon
Calais,ME,115,US-Canada Border,2011-05-01,Buses,33,2011,May,Sun
Beecher Falls,VT,206,US-Canada Border,2012-07-01,Pedestrians,17,2012,Jul,Sun
Warroad,MN,3423,US-Canada Border,1999-07-01,Trucks,1396,1999,Jul,Thu
Raymond,MT,3301,US-Canada Border,2000-12-01,Bus Passengers,13,2000,Dec,Fri
Whitlash,MT,3321,US-Canada Border,2004-12-01,Truck Containers Full,16,2004,Dec,Wed
Tecate,CA,2505,US-Mexico Border,2011-10-01,Trucks,4530,2011,Oct,Sat
Detroit,MI,3801,US-Canada Border,2010-09-01,Truck Containers Full,108206,2010,Sep,Wed
Hannah,ND,3408,US-Canada Border,2004-10-01,Personal Vehicle Passengers,1069,2004,Oct,Fri
Raymond,MT,3301,US-Canada Border,1997-10-01,Buses,9,1997,Oct,Wed
Hannah,ND,3408,US-Canada Border,1997-05-01,Personal Vehicle Passengers,1165,1997,May,Thu
Presidio,TX,2403,US-Mexico Border,2018-04-01,Pedestrians,17128,2018,Apr,Sun
Derby Line,VT,209,US-Canada Border,2019-03-01,Personal Vehicle Passengers,59891,2019,Mar,Fri
San Luis,AZ,2608,US-Mexico Border,2008-02-01,Personal Vehicle Passengers,388486,2008,Feb,Fri
Santa Teresa,NM,2408,US-Mexico Border,2010-03-01,Buses,54,2010,Mar,Mon
Lukeville,AZ,2602,US-Mexico Border,2006-02-01,Personal Vehicle Passengers,89158,2006,Feb,Wed
Trout River,NY,715,US-Canada Border,2007-12-01,Rail Containers Full,1117,2007,Dec,Sat
Roma,TX,2310,US-Mexico Border,1999-10-01,Truck Containers Full,911,1999,Oct,Fri
Oroville,WA,3019,US-Canada Border,2017-10-01,Personal Vehicles,17708,2017,Oct,Sun
Sumas,WA,3009,US-Canada Border,2010-08-01,Personal Vehicles,94736,2010,Aug,Sun
Otay Mesa,CA,2506,US-Mexico Border,2005-06-01,Rail Containers Empty,472,2005,Jun,Wed
Calexico East,CA,2507,US-Mexico Border,2009-02-01,Bus Passengers,2479,2009,Feb,Sun
Danville,WA,3012,US-Canada Border,2006-02-01,Trucks,2,2006,Feb,Wed
Wildhorse,MT,3323,US-Canada Border,2007-01-01,Truck Containers Full,225,2007,Jan,Mon
Blaine,WA,3004,US-Canada Border,2006-11-01,Trucks,33079,2006,Nov,Wed
Calais,ME,115,US-Canada Border,1999-09-01,Pedestrians,3509,1999,Sep,Wed
Laredo,TX,2304,US-Mexico Border,2015-01-01,Buses,3106,2015,Jan,Thu
Derby Line,VT,209,US-Canada Border,2002-03-01,Pedestrians,851,2002,Mar,Fri
Pembina,ND,3401,US-Canada Border,2014-05-01,Rail Containers Full,9115,2014,May,Thu
Porthill,ID,3308,US-Canada Border,2000-12-01,Personal Vehicles,7241,2000,Dec,Fri
Raymond,MT,3301,US-Canada Border,2008-09-01,Bus Passengers,9,2008,Sep,Mon
Frontier,WA,3020,US-Canada Border,2008-05-01,Bus Passengers,378,2008,May,Thu
Ogdensburg,NY,701,US-Canada Border,2004-10-01,Buses,18,2004,Oct,Fri
Lynden,WA,3023,US-Canada Border,1999-10-01,Truck Containers Empty,1564,1999,Oct,Fri
Neche,ND,3404,US-Canada Border,2013-02-01,Trucks,929,2013,Feb,Fri
Dunseith,ND,3422,US-Canada Border,2005-12-01,Buses,2,2005,Dec,Thu
Tecate,CA,2505,US-Mexico Border,2001-04-01,Personal Vehicle Passengers,188644,2001,Apr,Sun
Ferry,WA,3013,US-Canada Border,2019-03-01,Truck Containers Empty,5,2019,Mar,Fri
Van Buren,ME,108,US-Canada Border,2017-10-01,Rail Containers Empty,273,2017,Oct,Sun
Portal,ND,3403,US-Canada Border,1996-03-01,Bus Passengers,1356,1996,Mar,Fri
